name,authors
女孩青春期的秘密,[澳]卡兹·库克
漫画创作指南：剧本写作,"[法] 让-马克·莱内,[法] 西尔万·德尔藏"
寂静的春天,[美] 蕾切尔·卡森
少年派,"六六,九枚玉"
チェンソーマン 4,藤本 タツキ
你是世间最美好的色彩,Golo
我和这个世界不熟,城迟
弥尔顿达芙,那殊
堕トシ合イ,もづ九
深夜加油站遇见苏格拉底,"[美]
            丹·米尔曼,湛庐文化·喜福绘"
枪炮、病菌与钢铁,"[美]
            贾雷德·戴蒙德"
宗教生活的基本形式,"[法]
            埃米尔·涂尔干,涂尔干文集"
關於我轉生變成史萊姆這檔事 02,"伏瀨,みっつばー"
怪你过分美丽,未再
性心理学,"[英]
            霭理士,汉译世界学术名著丛书·哲学"
美国大城市的死与生（纪念版）,"[美]
            简·雅各布斯,译林·城市故事"
我的青春恋爱喜剧果然有问题 05,"[日] 渡航 著,[日] ponkan⑧ 绘"
一个陌生女人的来信,"[奥地利]
            斯蒂芬·茨威格,编者
                    高中甫,精装世界文学文库"
宋诗选注,钱锺书
通向往昔之旅,[奥]斯蒂芬·茨威格
ようこそ実力至上主義の教室へ8,衣笠彰梧
阿巴恩，萨巴娜，大卫,"[法]
            玛格丽特·杜拉斯,杜拉斯百年诞辰作品系列"
长夜里拥抱,"张小娴,新经典文化"
鹿特丹的伊拉斯谟,"[奥地利]
            斯蒂芬·茨威格,茨威格人物传记"
小王子,"[法]
            安东尼·德·圣-埃克苏佩里,
            张小娴"
这才是心理学（第9版）,基思·斯坦诺维奇 (Keith E.Stanovich)
与社会学同游,[美] 彼得·L.伯格
孤独是生命的礼物,"陈忠实,
            余秋雨"
我们仨,杨绛
雪地里的单车,"张小娴,“爱的颜色”三部曲"
六月新娘,张爱玲
やがて君になる 佐伯沙弥香について,"入間人間（著者）,仲谷鳰（イラスト）"
一个陌生女人的来信,[奥地利] 斯蒂芬·茨威格
人类群星闪耀时,[奥]斯蒂芬·茨威格
蒋勋说红楼梦,"蒋勋,蒋勋说红楼梦"
绿野仙踪全集之一,"[美]
            鲍姆,绿野仙踪全集 （上海译文1993版）"
世说新语,"刘义庆,中华经典随笔"
信,"（日）东野圭吾,Keigo Higashino"
嫌疑人X的献身,[日] 东野圭吾
论语译注,"杨伯峻,中國古典名著譯注叢書"
古文观止（全二册）,钟基、李先银、王身刚译注
分身,"[日]
            东野圭吾,新经典文化,新经典文库·东野圭吾作品"
白马山庄杀人事件,"[日]
            东野圭吾,99读书人,东野圭吾作品"
超·杀人事件,"[日]
            东野圭吾,新经典文化,新经典文库·东野圭吾作品"
八田百田,はらだ
我的晃荡的青春,"[日]
            东野圭吾,新经典文化,新经典文库·东野圭吾作品"
雪隐鹭鸶,"格非,全本书店"
盛夏的方程式,[日] 东野圭吾
山海经全译,袁珂 译注
风雪追击,"[日]
            东野圭吾,Mo现代推理馆"
恋爱的贡多拉,"[日]
            东野圭吾,Mo现代推理馆"
第十年的情人节,"[日]
            东野圭吾,99读书人,东野圭吾作品"
资本主义与现代社会理论,"[英]
            安东尼·吉登斯,大学译丛"
K SIDE:BLACK&WHITE,"宮沢 龍生(GoRA),鈴木 信吾(GoHands)"
人情、面子与权力的再生产（修订版）,翟学伟
刀剑神域 12,"[日] 川原砾 著,[日] abec 绘"
勇者大人突然向我求婚!?,富樫聖夜
桑切斯的孩子们,[美] 奥斯卡•刘易斯
正义之心,"[美]
            乔纳森·海特"
心連‧情結 07,"庵田定夏,白身魚"
少女不十分,"西尾維新,碧風羽"
社会学主要思潮,"[法]
            雷蒙·阿隆,大学译丛"
沟通圣经,[英]尼基·斯坦顿
神经的逻辑,[美]埃利泽·斯滕伯格
天生变态狂,[美]詹姆斯·法隆
见树又见林,[美]艾伦·G.约翰逊 （Allan G. Johnson）
Re,長月 達平
教育心理学：主动学习版（原书第12版）,安妮塔•伍尔福克（Anita Woolfolk）
ソードアート・オンライン (18),川原礫
Re:ゼロから始める異世界生活 11,"長月達平,大塚真一郎(イラスト)"
西藏生死书,"[美]
            索甲仁波切,新经典文化"
当尼采哭泣,（美）欧文 D.亚隆（Irvin D.Yalom）
简·爱,"[英]
            夏洛蒂·勃朗特,
            祝庆英,译文名著文库"
北方的空地,杨柳松
魔术时刻,"苏伟贞,99读书人"
恶之花,"[法]
            夏尔·波德莱尔,99读书人,
            钱春绮,企鹅经典"
夜莺与玫瑰,"[爱尔兰]
            奥斯卡·王尔德"
我的宝贝,"三毛,青马文化,三毛全集（2009版）"
被时光掩埋的秘密,桐华
人间词话,"王国维,徐调孚校注"
巫术族的预言-萝铃的魔力-上下册,"陈柳环,萝玲的魔力"
琉璃美人煞（上中下）,十四郎
纳兰词集,"张草纫,
            纳兰性德,“词”系列丛书"
"谢谢你毛毛兔,这个下午真好玩","幾米,99读书人,幾米作品集"
神鵰俠侶,金庸
呼啸山庄,(英) 艾米莉·勃朗特
中国好人,"刀尔登,汉唐阳光,汉唐阳光人文图书"
瓦尔登湖,"亨利·戴维·梭罗,新经典文化"
张爱玲大全集,张爱玲
Invisible Women,Caroline Criado Perez
袍哥,王笛
張愛玲資料大全集,唐文標主編
ソードアート・オンライン 22,川原 礫
胡蘭成全集戊輯（集外文與遺稿）,"胡蘭成,小北"
七個證人,西村京太郎
马桥词典,"韩少功,中国当代名家长篇小说代表作"
没药花园,何袜皮
玉米,毕飞宇
青衣,"毕飞宇,跨世纪文丛"
安娜·卡列尼娜（上下）,"[俄]
            列夫·托尔斯泰,
            草婴,托尔斯泰小说全集"
,
汤姆・索亚历险记,"[美]
            马克·吐温,
            郑炜"
百万英镑,"[美]
            马克·吐温,
            董衡巽,世界文学文库（全译本）"
霸王别姬,"李碧华,李碧华文集人民文学版"
神秘岛,"[法]
            儒勒·凡尔纳,世界文学文库（全译本）"
世界上所有的夜晚,"迟子建,世纪文景,迟子建中篇小说集"
你若安好便是晴天,白落梅
罗马帝国衰亡史（套装共6册）,"[英]
            爱德华·吉本,罗马帝国衰亡史"
聽雨樓隨筆（卷一）,"高伯雨,聽雨樓隨筆"
声之善恶,"汪晖,经典通识讲稿"
风格练习,陈宁
聽雨樓隨筆（卷三）,"高伯雨,聽雨樓隨筆"
王小波全集 第七卷,"王小波,王小波全集（凤凰壹力2012版）"
查理九世14·幽灵列车,"雷欧幻像,查理九世"
查理九世16·不死国的生命树,"雷欧幻像,查理九世"
冰与火之歌·卷二·列王的纷争（上）,"[美] 乔治·R. R. 马丁,George R.R. Martin"
冰与火之歌·卷二·列王的纷争（下）,"[美] 乔治·R. R. 马丁,George R.R. Martin"
最美的时光,"桐华,优阅吧"
精灵宝钻,"[英]
            克里斯托弗·托尔金,
                [英]
            J·R·R·托尔金,魔戒系列·译林版"
我亦飘零久,独木舟
长歌行 03,"夏达,长歌行"
别逗了，费曼先生,"R•P•费曼,R•莱顿"
Lean In,Sheryl Sandberg
晓说,"高晓松,铁葫芦·文艺馆"
迷雾围城（全两册）,匪我思存
第一辩手1·王牌庭辩队,双子星罗
凉生，我们可不可以不忧伤1,"乐小米,凉生，我们可不可以不忧伤"
“人”与“兽”的纠葛,靳新来
b-Boy HONEY (1)~乳首特集,"大和名瀬,池 玲文,環 レン,千歳ぴよこ,日向せいりょう,笹村 剛,かゆまみむ,和泉棒子,陸奥,小嶋ララ子"
とんがり帽子のアトリエ 1,白浜 鴎
何欢,步微澜
禁庭（上下）,"尤四姐,珠玑录"
月刊少女野崎君7,[日]椿泉
变身123 Vol 01,作/岩澤紫麗 畫/岩澤紫麗
戀上泳裝學長 (全),佳門サエコ
是你路过我的倾城时光,微酸袅袅
魔法少女,保冬妮
长歌行 04,"夏达,长歌行"
小林が可愛すぎてツライっ!! 1,池山田 剛
凉夏之年,童非非
月亮说它忘记了,独木舟
強殖裝甲GUYVER 29,高屋良樹
独醒者与他的灯,张洁宇
烙印战士 6,三浦健太郎
狼さん、そろそろ準備はいいですか,山田2丁目
江山美人谋,袖唐
貓科男友的逗弄方法,"左京亞也,右京禮音"
草鞋脚,"鲁迅,
            茅盾"
萧十一郎,古龙
长相思3,"桐华,长相思"
逝去的武林,"李仲轩 口述,
            徐皓峰,徐皓峰作品"
巨大娘研究~サブカルチャー批評の終焉と再生~,鳥山 仁
浪跡天涯,"趙晨光,清朗"
後宮皇子,"西野花,座裏屋蘭丸"
你不要送花给我,米筝
Cat's Cradle,"[美]
            库尔特·冯内古特,Penguin Essentials"
长安古意,小椴
花街往事,路内
星星上的花,烟罗
,
雅舍谈吃,梁实秋
小蝴蝶小披风,"幾米,幾米作品"
我能否相信自己,余华
美丽新世界,"[英]
            阿道司·赫胥黎,
            王波,重现经典"
燈火闌珊處,"[加拿大]
            亦舒,亦舒作品集"
寂寞的心俱乐部,"[加拿大]
            亦舒,亦舒新经典"
湘妃剑,"古龙,古龙作品集"
三毛作品集,三毛
帝都賦,滄月
上帝掷骰子吗,"曹天元,磨铁图书"
我們不是天使,"[加拿大]
            亦舒,亦舒作品集"
梦回大清,"金子,梦回大清"
花边文学,"鲁迅,鲁迅作品单行本（人文社2006版）"
热风,"鲁迅,鲁迅作品集"
三闲集,鲁迅
野草,"鲁迅,鲁迅作品单行本（人文社2006版）"
零下一度,韩寒
身份的焦虑,"[英]
            阿兰·德波顿,阿兰·德波顿文集（平装版）"
哈克贝利·费恩历险记,"[美]
            马克·吐温,
            成时,名著名译插图本"
生死场,"萧红,纪念中国人民抗日战争暨世界反法西斯战争胜利60周年丛书"
红与黑,斯丹达尔
西游记,"吴承恩,校注
                    黄寿成,
            黄永年"
鳄鱼怕怕牙医怕怕,"[日]
            五味太郎,信谊世界精选图画书"
皮皮鲁和罐头小人,"郑渊洁,皮皮鲁总动员"
理智与情感,"[英]
            简·奥斯汀"
细米,"曹文轩,曹文轩纯美小说系列"
保姆狗的阴谋,"杨红樱,笑猫日记"
悲惨世界（上下）,"[法]
            维克多·雨果,
            郑克鲁,译文名著文库"
金瓶梅词话（全六册）,兰陵笑笑生
金银岛,罗·路·斯蒂文生
高老头,"[法]
            巴尔扎克"
人猿泰山,埃德加·巴勒斯
容斋随笔,"洪迈,古典名著普及文库"
虎皮猫，你在哪里,"杨红樱,笑猫日记"
铁臂阿童木（1）,手冢治虫
红高粱,"莫言,莫言文集"
万花筒·秋石,西子绪
牛津大学哲学通识课：政治哲学,[英] 乔纳森·沃尔夫（Jonathan Wolff）
金庸者谁,孔庆东
苏轼诗词文选评,"王水照,朱刚"
征服与革命中的阿拉伯人,[英]尤金·罗根
清酒之魂,"[日] 盐野米松,[日] 农口尚彦"
微积分,亦舒
骆一禾情书,骆一禾
消失的塞布丽娜,[美] 尼克·德纳索
守夜者3,法医秦明
人生很好玩，但有时也很丧,[俄] 安东·谷迪姆
幼稚园：今日宜远游,韩寒
丹麦一年,[英] 海伦•拉塞尔
才不要和老板谈恋爱,叶斐然
因为我有生活,"杨占家 口述/绘,李青菜 整理"
王考,童伟格
黑暗中飘香的谎言,[日] 下村敦史
命子,董啟章
Absolutely on Music,"Haruki Murakami,Seiji Ozawa"
环界4.新生,"[日]
            铃木光司,新经典文化,环界"
我與村上春樹、書，還有畫筆,"[日]
            安西水丸"
偷书贼,[澳]马库斯·苏萨克
金阁寺,[日] 三岛由纪夫
鼠疫,"[法]
            阿尔贝·加缪,凤凰壹力,加缪全集"
少爷,（日）夏目漱石
圣诞妈妈,"[日]东野圭吾 著,[日]杉田比吕美 绘"
个人的体验,[日]大江健三郎
寻找时间的人,"[爱尔兰]
            凯特·汤普森,酷威文化,“寻找时间的人”系列"
下雨的书店,"[日]日向理惠子 著,[日]吉田尚令 绘"
奇怪的暑假,蔡亦青
小姨多鹤,严歌苓
编舟记,[日]三浦紫苑
刺殺騎士團長,村上春树
像村上春树一样享受生活(套装共3册),[日] 村上春树
小说灯笼,"太宰治,猫头鹰文化"
当村上春树遇见荣格,[日]河合俊雄
電気サーカス,唐辺葉介
一颗心的沦亡,"[奥地利]
            斯蒂芬·茨威格,世界名著名译文库（凤凰壹力2013版）"
巴尔扎克传,"[奥地利]
            斯蒂芬·茨威格,
            张玉书,汉译传记"
黄金时代,"王小波,王小波精品集"
一个陌生女人的来信,[奥地利] 斯特凡·茨威格
你因灵魂被爱,闫红
古书堂事件手帖 05,"[日] 三上延 著,[日] 越岛羽空 绘"
少帥,"張愛玲,張看・看張"
热锅上的家庭,"[美]奥古斯都·纳皮尔,卡尔·惠特克"
你为什么活着,"王小波,新华先锋,新华经典"
我是一只骆驼,王小波
一曲难忘,"张爱玲  ,青马文化,张爱玲全集（2012-2015版）"
愿此生岁月静好,"王臣,王臣·私享笔记"
超越智商,"[美]
            基思 E·斯坦诺维奇,
                [加拿大]
            基思·斯坦诺维奇,斯坦诺维奇理性思维丛书"
恰如其分的自尊,"[法]
            克里斯托弗·安德烈,
                [法]
            弗朗索瓦·勒洛尔,
            周行,知心书"
關於我轉生變成史萊姆這檔事 01,"伏瀨,みっつばー"
一只特立独行的猪,"王小波,王小波作品集"
文豪野犬 01,"[日] 朝雾卡夫卡 著,[日] 春河35 绘"
浮士德,歌德
狂人日记,"鲁迅,赵延年木刻插图本鲁迅作品"
鲁迅作品十五讲,钱理群
雪山飞狐,"金庸,金庸作品集（新修版·平装）"
皮皮鲁传,"郑渊洁,郑渊洁童话"
笑傲江湖,金庸
金庸作品集,金庸
瘂弦詩集,"瘂弦,王慶麟"
湘行散记,"沈从文,黄永玉（图）,卓雅（图）"
鲁迅杂文全集,"鲁迅,鲁迅作品集"
烈火如歌,"明晓溪,烈火如歌"
木偶奇遇记,"[意]
            卡洛·科洛迪,
            任溶溶,世界儿童文学丛书"
天使与魔鬼,"[美]
            丹·布朗,99读书人,99畅销文库"
苦闷的象征,(日)厨川白村
中国大历史,"[美]
            黄仁宇,黄仁宇作品系列"
哥伦比亚的倒影,"木心,理想国,木心作品八种"
爷爷一定有办法,"[加拿大]
            菲比·吉尔曼,信谊世界精选图画书"
里尔克诗选,"[奥地利]
            莱内·马利亚·里尔克,楚尘文化,
            黄灿然,20世纪世界诗歌译丛"
老舍幽默诗文集,老舍
捉迷藏HONEY,鳶田瀬ケビン
枫霁,小乐
BEASTARS 7,板垣巴留
四大名捕会京师,温瑞安
寄宿学校のジュリエット(16),金田 陽介
少年歌行2,
鬼滅の刃 18,吾峠 呼世晴
闲话中国人,"易中天,品读中国书系"
一半是海水一半是火焰,王朔
路上有惊慌,饭饭
孤城闭,"米兰Lady,孤城闭"
ヤギとオオカミの発情事情,ときしば
北京，北京,冯唐
论扯淡,"[美]
            哈里·G·法兰克福,
            南方朔"
佳期如梦之今生今世,"匪我思存,匪我思存作品"
琼美卡随想录,"木心,理想国,木心作品八种"
佳期如梦之海上繁花,"匪我思存,匪我思存作品"
中国文脉,余秋雨
黄金时代,"王小波,凤凰壹力,王小波作品系列（凤凰壹力2013版）"
千年一叹,余秋雨
今生今世好好爱-听张小娴谈爱情-随书赠送爱情便笺,
纳塔丽·格朗热,"[法]
            玛格丽特·杜拉斯,玛格丽特·杜拉斯作品系列"
賣海豚的女孩,
山河之书,"余秋雨,中国国家地理全新修订·图文版"
写作,"[法]
            玛格丽特·杜拉斯,杜拉斯百年诞辰作品系列"
张爱玲传,余斌
黄金时代,"王小波,时代华语,王小波经典作品（逝世20周年纪念版）"
我的精神家园,"王小波,王小波经典作品（逝世20周年纪念版）"
似水柔情,"王小波,王小波全集（凤凰壹力2012版）"
黄金时代,"王小波,王小波文集（权威典藏版）"
八〇年夏,"[法]
            玛格丽特·杜拉斯,玛格丽特·杜拉斯作品系列"
你终将爱我,张小娴
宋家客厅,"宋以朗,陈晓勤"
似水柔情,王小波
我的愛如此麻辣,張小嫻
张爱玲传：也孤独，也灿烂,凯瑟玲
我们时代的神经症人格,"[美]
            卡伦·霍尼,汉译经典"
影响力,"[美]
            罗伯特·B·西奥迪尼,湛庐文化,湛庐文化· 商业智慧"
如何让你爱的人爱上你,"[美]
            莉尔·朗兹,莉尔·朗兹作品"
雷峰塔,"张爱玲  ,青马文化,张爱玲外集"
成天上树的日子,"[法]
            玛格丽特·杜拉斯,玛格丽特·杜拉斯作品系列"
印度之歌,"[法]
            玛格丽特·杜拉斯,玛格丽特·杜拉斯作品系列"
遇见未知的自己,张德芬
津巴多普通心理学,"[美] 菲利普·津巴多,[美] 罗伯特·约翰逊,[美] 安·韦伯"
摩挲大地,"余秋雨,文化苦旅全书"
